Year,State,District,Agro-Climatic Zone,Crop,Season,Area (ha),Rainfall (mm),Irrigation (%),Soil Type,Fertilizer Use (kg/ha),Production (tonnes),crop_yield
2011,Tamil Nadu,District_96,Cauvery Delta Zone,Rice,Kharif,95686,1538.89,80.68,Alluvial,206.17,323935,3.39
2019,Andhra Pradesh,District_59,East Coast Plains & Hills,Wheat,Rabi,92242,1148.55,51.94,Sandy,96.43,245588,2.66
2012,Tamil Nadu,District_11,Western Plateau,Sugarcane,Rabi,132364,1476.47,81.38,Sandy,130.57,253626,1.92
2019,Tamil Nadu,District_99,Northern Hill Zone,Cotton,Rabi,77703,1352.3,30.26,Black,78.14,173082,2.23
2008,Tamil Nadu,District_2,Northern Hill Zone,Rice,Rabi,86418,1752.1,69.5,Black,98,257461,2.98
2006,Punjab,District_46,Western Dry Region,Maize,Rabi,118052,1792.39,49.84,Sandy,270.59,465991,3.95
2003,Andhra Pradesh,District_1,Trans-Gangetic Plains,Maize,Zaid,71440,1251.05,21.07,Red,249.81,312381,4.37
2018,Karnataka,District_70,Central Plateau and Hills,Wheat,Rabi,26265,1085.7,62.49,Sandy,184.39,59026,2.25
2018,Tamil Nadu,District_71,Lower Gangetic Plains,Rice,Rabi,24512,1984.87,67.41,Black,185.28,102041,4.16
2005,Tamil Nadu,District_66,Central Plateau and Hills,Maize,Zaid,67373,628.11,94.08,Alluvial,129.23,289316,4.29
2012,West Bengal,District_2,Central Plateau and Hills,Maize,Zaid,94114,1386.99,93.81,Clay,259.31,342662,3.64
2010,Uttar Pradesh,District_69,Western Plateau,Maize,Rabi,55906,1354.05,75.93,Black,157.19,223195,3.99
2012,Tamil Nadu,District_13,Lower Gangetic Plains,Wheat,Rabi,134226,1926.74,50.27,Red,174.44,307093,2.29
2012,Karnataka,District_19,East Coast Plains & Hills,Wheat,Kharif,5520,460.28,22.34,Sandy,278.69,24252,4.39
2019,Karnataka,District_83,Eastern Plateau and Hills,Rice,Zaid,132982,1911.09,77.31,Alluvial,188.46,355748,2.68
2014,Uttar Pradesh,District_47,Upper Gangetic Plains,Wheat,Rabi,34137,1599.02,51.88,Sandy,108.66,134322,3.93
2020,Uttar Pradesh,District_1,Central Plateau and Hills,Wheat,Zaid,122312,519.47,44.69,Sandy,59.54,248016,2.03
2012,Andhra Pradesh,District_99,Central Plateau and Hills,Sugarcane,Rabi,15204,631.99,47.3,Black,65.19,24380,1.6
2010,Uttar Pradesh,District_18,Cauvery Delta Zone,Wheat,Kharif,111326,768.23,26.29,Alluvial,146.15,439671,3.95
2018,Rajasthan,District_32,Lower Gangetic Plains,Rice,Zaid,128172,1451.07,35.24,Alluvial,91.83,253579,1.98
2007,Andhra Pradesh,District_96,Cauvery Delta Zone,Wheat,Kharif,51895,1572.47,76.86,Red,228.91,151990,2.93
2019,Maharashtra,District_72,Cauvery Delta Zone,Wheat,Rabi,85567,1553.04,47.96,Clay,172.41,379534,4.44
2007,Tamil Nadu,District_11,Upper Gangetic Plains,Sugarcane,Zaid,10230,1409.33,24.25,Black,170.75,41801,4.09
2009,Karnataka,District_20,Western Dry Region,Rice,Kharif,107607,527.97,43.71,Clay,275.16,313641,2.91
2015,Maharashtra,District_8,Western Dry Region,Maize,Rabi,82946,372.97,90.87,Clay,159.42,242753,2.93
2018,Tamil Nadu,District_92,East Coast Plains & Hills,Sugarcane,Kharif,110780,771.41,91.67,Black,111.53,480998,4.34
2010,Karnataka,District_85,Western Dry Region,Wheat,Kharif,19910,1320.99,80.38,Laterite,175.19,84754,4.26
2012,Karnataka,District_38,Western Dry Region,Cotton,Rabi,73015,900.36,27,Black,95.94,149262,2.04
2008,West Bengal,District_6,Upper Gangetic Plains,Sugarcane,Rabi,17202,1744.69,93.74,Sandy,195.59,66966,3.89
2019,Andhra Pradesh,District_2,Lower Gangetic Plains,Sugarcane,Zaid,51944,1695.9,91.15,Clay,293.77,215792,4.15
2018,Bihar,District_74,Eastern Plateau and Hills,Rice,Kharif,144401,670.49,31.16,Black,146.95,321563,2.23
2015,West Bengal,District_73,Northern Hill Zone,Maize,Zaid,145776,1420.44,53.27,Sandy,157.38,425337,2.92
2006,Maharashtra,District_55,Western Plateau,Maize,Rabi,63220,1711.5,61.23,Clay,217.46,205975,3.26
2018,Gujarat,District_3,Upper Gangetic Plains,Maize,Rabi,23373,1830.05,20.12,Laterite,183.81,49847,2.13
2011,Andhra Pradesh,District_66,Northern Hill Zone,Sugarcane,Kharif,32400,1026.67,43.4,Red,288.61,111867,3.45
2014,Uttar Pradesh,District_100,Trans-Gangetic Plains,Cotton,Rabi,75816,1842.44,42.17,Alluvial,50.9,329609,4.35
2013,Gujarat,District_72,Western Dry Region,Rice,Kharif,20397,1559.29,62.78,Black,79.69,45082,2.21
2010,Maharashtra,District_73,Cauvery Delta Zone,Cotton,Zaid,90475,804.19,20.56,Sandy,146.58,288829,3.19
2009,Tamil Nadu,District_26,Eastern Plateau and Hills,Maize,Kharif,46329,880.47,55.95,Sandy,169.61,147866,3.19
2010,Punjab,District_98,Western Dry Region,Sugarcane,Rabi,94030,536.14,46.41,Red,223.11,143168,1.52
2005,Bihar,District_48,Western Plateau,Maize,Zaid,39449,944.55,64.57,Red,222.33,177379,4.5
2001,West Bengal,District_94,Western Dry Region,Cotton,Zaid,44961,919.01,49.89,Clay,203.24,69084,1.54
2010,Tamil Nadu,District_8,Western Dry Region,Maize,Kharif,117296,1361.33,33.93,Black,194.97,332718,2.84
2018,Maharashtra,District_67,Upper Gangetic Plains,Wheat,Zaid,8271,821.61,81.2,Clay,104.77,33014,3.99
2005,Andhra Pradesh,District_75,Western Plateau,Rice,Kharif,117472,1015.57,28.64,Laterite,94.78,215750,1.84
2013,Maharashtra,District_89,Central Plateau and Hills,Cotton,Zaid,133238,523.6,65.24,Alluvial,285.67,452190,3.39
2019,Gujarat,District_69,Trans-Gangetic Plains,Wheat,Rabi,82444,1543.22,32.76,Red,224.45,296448,3.6
2005,Punjab,District_76,Northern Hill Zone,Maize,Rabi,47499,369.23,84.04,Laterite,61.08,188222,3.96
2016,Gujarat,District_30,East Coast Plains & Hills,Rice,Rabi,56997,1572.5,57.76,Clay,76.11,177777,3.12
2009,Andhra Pradesh,District_27,East Coast Plains & Hills,Rice,Zaid,133663,602.74,75.55,Alluvial,104.92,461768,3.45
2000,Karnataka,District_43,Trans-Gangetic Plains,Rice,Rabi,34446,1967.73,40.83,Red,221.2,141941,4.12
2002,Gujarat,District_5,Western Plateau,Sugarcane,Rabi,112776,1981.01,26.63,Red,98.98,499208,4.43
2007,Rajasthan,District_20,Cauvery Delta Zone,Rice,Rabi,10917,1989.68,48.1,Sandy,253.44,43247,3.96
2007,Karnataka,District_52,Western Dry Region,Wheat,Zaid,72041,322.16,54.13,Sandy,72.29,236948,3.29
2019,Uttar Pradesh,District_21,Western Plateau,Cotton,Zaid,102596,668.82,80.57,Sandy,78.58,182454,1.78
2014,Tamil Nadu,District_3,Western Dry Region,Wheat,Rabi,68557,1241.03,41.67,Black,298.75,170382,2.49
2006,Andhra Pradesh,District_41,Eastern Plateau and Hills,Maize,Rabi,36718,1547.82,93.3,Red,96.81,107831,2.94
2010,Maharashtra,District_64,Western Plateau,Sugarcane,Rabi,24133,1686.72,93.73,Laterite,244.43,97015,4.02
2006,Uttar Pradesh,District_68,Lower Gangetic Plains,Sugarcane,Zaid,5620,530.22,47.16,Clay,135.92,12184,2.17
2003,Gujarat,District_88,Trans-Gangetic Plains,Maize,Rabi,18160,1754.78,38.45,Clay,114.17,73364,4.04
2011,Tamil Nadu,District_71,Western Plateau,Cotton,Kharif,61101,1488.25,81.19,Alluvial,91.25,178978,2.93
2005,Karnataka,District_24,Northern Hill Zone,Sugarcane,Rabi,37605,792.74,58.11,Clay,294.64,135911,3.61
2013,Rajasthan,District_52,Eastern Plateau and Hills,Maize,Kharif,26116,314.24,59.62,Clay,177.76,58808,2.25
2011,Karnataka,District_75,East Coast Plains & Hills,Maize,Zaid,135902,1852.54,83.23,Red,96.52,258205,1.9
2010,West Bengal,District_2,Cauvery Delta Zone,Maize,Zaid,119740,636.95,54.37,Clay,183.08,352496,2.94
2018,Andhra Pradesh,District_44,Lower Gangetic Plains,Maize,Kharif,33879,919.7,59.96,Black,145.57,55820,1.65
2020,Karnataka,District_41,East Coast Plains & Hills,Rice,Zaid,26560,1745.22,81.98,Sandy,101.42,117012,4.41
2004,Punjab,District_70,Eastern Plateau and Hills,Cotton,Kharif,80222,1427.55,38.39,Red,231.04,128160,1.6
2013,Andhra Pradesh,District_7,Eastern Plateau and Hills,Maize,Kharif,16127,525.34,93.8,Clay,160.45,31099,1.93
2020,West Bengal,District_38,Upper Gangetic Plains,Rice,Rabi,59197,1964.81,69.41,Clay,103.62,165740,2.8
2015,Andhra Pradesh,District_82,Cauvery Delta Zone,Rice,Rabi,92503,842.97,72.62,Sandy,290.11,316067,3.42
2012,Andhra Pradesh,District_45,Northern Hill Zone,Wheat,Zaid,73611,1311.1,96.69,Laterite,115.75,244686,3.32
2019,Rajasthan,District_9,Central Plateau and Hills,Maize,Rabi,106037,1367.82,25.6,Laterite,175.03,265038,2.5
2003,Rajasthan,District_53,Western Plateau,Rice,Zaid,101877,1265,38.62,Sandy,280.1,247966,2.43
2010,Maharashtra,District_28,Upper Gangetic Plains,Wheat,Zaid,114562,1285.1,70.81,Alluvial,298.05,456021,3.98
2016,Karnataka,District_19,Trans-Gangetic Plains,Wheat,Zaid,18606,712.43,30.22,Clay,137.42,34453,1.85
2006,Gujarat,District_68,Northern Hill Zone,Maize,Zaid,55654,1931.98,51.89,Red,80.5,206588,3.71
2013,Gujarat,District_4,Upper Gangetic Plains,Sugarcane,Kharif,95453,1128.92,68.57,Laterite,60.01,150475,1.58
2010,Rajasthan,District_13,East Coast Plains & Hills,Rice,Kharif,65479,538.57,31.93,Sandy,114.5,157922,2.41
2008,Tamil Nadu,District_92,East Coast Plains & Hills,Sugarcane,Rabi,84426,1744.2,49.51,Black,260.71,260103,3.08
2012,Tamil Nadu,District_11,Northern Hill Zone,Wheat,Zaid,61209,550.11,62.82,Alluvial,214.37,197605,3.23
2017,Tamil Nadu,District_2,Northern Hill Zone,Sugarcane,Kharif,138923,1766.27,79.48,Sandy,138.93,535502,3.85
2010,Tamil Nadu,District_70,Cauvery Delta Zone,Sugarcane,Kharif,142044,1252.24,23.7,Sandy,256.91,626856,4.41
2014,Uttar Pradesh,District_12,Northern Hill Zone,Maize,Kharif,146894,374.64,33.77,Black,158.22,537263,3.66
2018,Gujarat,District_37,Upper Gangetic Plains,Wheat,Zaid,21324,508.6,48.62,Alluvial,202.46,44910,2.11
2000,Tamil Nadu,District_56,Eastern Plateau and Hills,Cotton,Kharif,91908,1903.98,25.02,Sandy,201.67,326611,3.55
2003,West Bengal,District_88,East Coast Plains & Hills,Rice,Rabi,140057,517.5,60.74,Laterite,155.91,371434,2.65
2013,Gujarat,District_52,Trans-Gangetic Plains,Maize,Zaid,103487,1297.41,86.88,Laterite,243.03,204205,1.97
2013,Andhra Pradesh,District_73,East Coast Plains & Hills,Maize,Rabi,8209,833.59,66.68,Black,95.76,12506,1.52
2002,Karnataka,District_90,Trans-Gangetic Plains,Cotton,Kharif,92667,1655.35,94.12,Black,136.74,183002,1.97
2016,Andhra Pradesh,District_4,Western Dry Region,Maize,Zaid,149449,1650.38,62.97,Black,138.52,645029,4.32
2002,Gujarat,District_4,Lower Gangetic Plains,Wheat,Kharif,73617,1655.59,62.91,Clay,146.99,287418,3.9
2015,Maharashtra,District_49,Northern Hill Zone,Maize,Kharif,125825,652.85,85.76,Black,232.67,447000,3.55
2013,Punjab,District_52,Eastern Plateau and Hills,Maize,Kharif,145986,1509.01,96.84,Sandy,52.44,227010,1.56
2019,Rajasthan,District_34,Western Dry Region,Cotton,Rabi,135023,455.24,91.65,Alluvial,253.22,278821,2.06
2012,Gujarat,District_22,Northern Hill Zone,Rice,Zaid,129782,430.24,33.16,Black,193.16,575793,4.44
2014,Bihar,District_13,Trans-Gangetic Plains,Rice,Zaid,39920,995.09,99.61,Clay,107.99,175481,4.4
2013,Tamil Nadu,District_63,Western Dry Region,Sugarcane,Zaid,58780,1315.35,48.31,Clay,213.25,188013,3.2
2018,Punjab,District_15,Central Plateau and Hills,Wheat,Zaid,58156,832.32,46.68,Red,155.71,238874,4.11
2005,Rajasthan,District_40,Western Dry Region,Cotton,Rabi,27939,819.02,77.53,Black,245.51,112002,4.01
2009,Uttar Pradesh,District_38,Eastern Plateau and Hills,Rice,Zaid,145996,427.2,58.93,Black,288.24,255854,1.75
2014,Uttar Pradesh,District_55,Western Dry Region,Cotton,Rabi,113157,633.18,27.09,Alluvial,134.34,231681,2.05
2020,Bihar,District_44,Western Plateau,Sugarcane,Zaid,69727,1337.24,86.76,Sandy,56.72,204435,2.93
2019,West Bengal,District_66,Western Plateau,Rice,Rabi,104812,1457.93,89.16,Black,296.4,418436,3.99
2005,Andhra Pradesh,District_66,East Coast Plains & Hills,Cotton,Kharif,88189,1842.81,87.59,Sandy,194.81,353251,4.01
2009,Karnataka,District_43,Lower Gangetic Plains,Wheat,Kharif,103934,937.1,63.85,Black,208.18,167261,1.61
2006,Andhra Pradesh,District_72,Northern Hill Zone,Wheat,Rabi,89732,701.97,43.61,Clay,199.11,280875,3.13
2016,Rajasthan,District_38,Central Plateau and Hills,Sugarcane,Rabi,44838,1522.7,88.39,Red,121.47,163935,3.66
2017,Gujarat,District_82,Upper Gangetic Plains,Rice,Rabi,80006,1444.8,91.83,Sandy,233.44,135095,1.69
2016,Andhra Pradesh,District_29,Northern Hill Zone,Rice,Rabi,93269,768.05,93.47,Clay,269.98,188808,2.02
2008,Maharashtra,District_75,East Coast Plains & Hills,Wheat,Zaid,19952,1607.04,74.06,Clay,102.21,54947,2.75
2009,Andhra Pradesh,District_56,Western Plateau,Sugarcane,Zaid,47900,641.52,62.83,Red,157.25,185976,3.88
2009,Tamil Nadu,District_6,East Coast Plains & Hills,Maize,Kharif,52427,891.35,20.23,Laterite,56.09,120704,2.3
2006,Andhra Pradesh,District_9,Northern Hill Zone,Wheat,Kharif,66892,716.86,29.94,Black,169.15,277332,4.15
2015,Bihar,District_22,Central Plateau and Hills,Wheat,Zaid,144788,1403.97,58.92,Sandy,97.91,629811,4.35
2017,Uttar Pradesh,District_46,Eastern Plateau and Hills,Cotton,Rabi,94068,1135.89,77.92,Black,122.36,255714,2.72
2005,Tamil Nadu,District_89,East Coast Plains & Hills,Sugarcane,Rabi,134695,1547.73,23.98,Clay,273.77,479357,3.56
2019,Rajasthan,District_31,Central Plateau and Hills,Maize,Rabi,19578,482.83,63.19,Black,156.02,84639,4.32
2000,Maharashtra,District_21,Trans-Gangetic Plains,Sugarcane,Zaid,19750,736.46,56.58,Alluvial,229.37,74119,3.75
2000,West Bengal,District_38,Eastern Plateau and Hills,Sugarcane,Zaid,147829,1124.68,31.48,Black,59.86,549006,3.71
2011,Andhra Pradesh,District_52,Central Plateau and Hills,Wheat,Kharif,12227,396.47,53.4,Black,196.71,31448,2.57
2020,Gujarat,District_19,Trans-Gangetic Plains,Wheat,Kharif,135065,1543.16,48.48,Sandy,183.18,556545,4.12
2001,Maharashtra,District_10,Eastern Plateau and Hills,Wheat,Kharif,134435,779.47,85.41,Black,276.33,595287,4.43
2003,Uttar Pradesh,District_46,Eastern Plateau and Hills,Cotton,Zaid,56483,1326.44,35.68,Red,97.86,165823,2.94
2016,Tamil Nadu,District_76,Upper Gangetic Plains,Maize,Zaid,118085,1832.32,98.78,Sandy,279.22,220183,1.86
2003,Karnataka,District_83,Cauvery Delta Zone,Maize,Zaid,9036,730.49,92.2,Laterite,230.99,32437,3.59
2010,Bihar,District_66,Northern Hill Zone,Sugarcane,Rabi,66190,1569.51,78.54,Black,217.77,293956,4.44
2003,Maharashtra,District_79,Lower Gangetic Plains,Wheat,Kharif,52506,1376.92,84.01,Laterite,229.47,199142,3.79
2000,West Bengal,District_38,Western Plateau,Sugarcane,Kharif,146263,605.46,27.76,Black,253.02,474884,3.25
2006,West Bengal,District_62,Western Dry Region,Wheat,Kharif,11397,1547.03,81.53,Alluvial,205.88,21396,1.88
2017,Punjab,District_72,Northern Hill Zone,Sugarcane,Rabi,5654,404.15,36.07,Black,190.51,22770,4.03
2008,West Bengal,District_46,Western Plateau,Sugarcane,Zaid,149298,1182.04,90.74,Black,299.96,338036,2.26
2002,Bihar,District_35,Trans-Gangetic Plains,Cotton,Kharif,118756,502.08,51.88,Alluvial,268.81,397925,3.35
2007,Rajasthan,District_43,Cauvery Delta Zone,Cotton,Kharif,60897,1467.04,74.97,Sandy,147.72,101840,1.67
2018,Rajasthan,District_30,Western Dry Region,Sugarcane,Rabi,61596,817.05,81.82,Alluvial,117.88,208100,3.38
2003,Tamil Nadu,District_73,Central Plateau and Hills,Wheat,Kharif,140332,1670,60.85,Black,70.55,455910,3.25
2017,Maharashtra,District_63,Cauvery Delta Zone,Sugarcane,Rabi,52502,1132.15,53.75,Alluvial,74.86,110868,2.11
2019,Rajasthan,District_30,Western Dry Region,Wheat,Kharif,89508,436.9,53.58,Sandy,189.98,222504,2.49
2010,West Bengal,District_83,Eastern Plateau and Hills,Rice,Rabi,129370,1316.6,89.55,Clay,158.12,568838,4.4
2013,Maharashtra,District_29,Upper Gangetic Plains,Maize,Zaid,94758,322.16,98.1,Clay,293.02,146995,1.55
2017,West Bengal,District_66,Northern Hill Zone,Sugarcane,Rabi,101894,799.48,76.35,Black,158.9,224335,2.2
2015,West Bengal,District_92,Western Plateau,Rice,Zaid,135800,757.14,57.19,Sandy,226.4,311945,2.3
2002,Karnataka,District_72,Central Plateau and Hills,Sugarcane,Kharif,45102,1966.91,38.83,Alluvial,214.05,196667,4.36
2014,Rajasthan,District_89,Cauvery Delta Zone,Cotton,Zaid,86623,714.53,60.53,Sandy,168.22,274325,3.17
2003,Andhra Pradesh,District_74,Lower Gangetic Plains,Maize,Kharif,79738,1450.42,30.7,Clay,116.26,147668,1.85
2004,Karnataka,District_22,Western Plateau,Sugarcane,Kharif,29568,737.14,90.87,Sandy,52.65,57158,1.93
2016,Maharashtra,District_35,Trans-Gangetic Plains,Cotton,Zaid,76479,435.11,86.65,Alluvial,247.07,240652,3.15
2006,Punjab,District_42,Western Dry Region,Cotton,Kharif,80263,406.87,82.14,Red,167.14,249402,3.11
2015,Maharashtra,District_24,East Coast Plains & Hills,Rice,Kharif,113317,1874.45,29.67,Alluvial,85.45,439843,3.88
2013,Punjab,District_26,Eastern Plateau and Hills,Cotton,Zaid,113078,464.14,61.79,Alluvial,165.31,284257,2.51
2015,Andhra Pradesh,District_31,Western Dry Region,Rice,Kharif,16600,1713.43,56.12,Sandy,118.91,31296,1.89
2006,Maharashtra,District_87,Central Plateau and Hills,Wheat,Zaid,55871,1224.07,38.36,Alluvial,258.55,90000,1.61
2008,Karnataka,District_2,Western Plateau,Wheat,Zaid,110880,1034.52,72.99,Laterite,258.63,395906,3.57
2003,Bihar,District_39,Lower Gangetic Plains,Wheat,Kharif,114997,1994.91,92.74,Alluvial,159.52,190821,1.66
2010,Maharashtra,District_97,Trans-Gangetic Plains,Wheat,Rabi,34570,1814.73,65.85,Laterite,206.39,63913,1.85
2001,Andhra Pradesh,District_88,Western Plateau,Sugarcane,Zaid,137979,705.71,93.33,Alluvial,184.74,406938,2.95
2011,Karnataka,District_12,Northern Hill Zone,Rice,Kharif,116989,1318.17,87.54,Laterite,126.23,305406,2.61
2011,Maharashtra,District_73,Western Plateau,Wheat,Kharif,118094,568.62,53.31,Clay,181.18,408168,3.46
2003,Gujarat,District_44,Trans-Gangetic Plains,Cotton,Rabi,76450,1315.94,24.09,Black,162.55,260651,3.41
2017,West Bengal,District_43,Eastern Plateau and Hills,Rice,Zaid,54643,514,56.34,Red,98.25,238610,4.37
2020,Tamil Nadu,District_67,Western Plateau,Sugarcane,Rabi,144067,1366.42,56.6,Sandy,263.88,338303,2.35
2006,Karnataka,District_87,Cauvery Delta Zone,Wheat,Zaid,114133,1953.41,50.24,Sandy,165.6,361048,3.16
2000,Punjab,District_88,Northern Hill Zone,Rice,Kharif,71638,1288.9,37.77,Sandy,118.53,264769,3.7
2012,Uttar Pradesh,District_97,Western Dry Region,Maize,Zaid,65889,513.62,59.39,Laterite,186.57,129721,1.97
2005,Uttar Pradesh,District_94,Northern Hill Zone,Wheat,Kharif,32819,1659.67,80.66,Laterite,151.38,145834,4.44
2005,Rajasthan,District_38,Trans-Gangetic Plains,Rice,Kharif,102140,864.68,60.93,Laterite,272.27,408420,4
2011,West Bengal,District_66,Central Plateau and Hills,Wheat,Rabi,86777,459.74,46.8,Red,129.45,177683,2.05
2007,Uttar Pradesh,District_40,Lower Gangetic Plains,Maize,Kharif,95772,1414.74,30.48,Laterite,64.36,359535,3.75
2018,Punjab,District_22,Eastern Plateau and Hills,Cotton,Rabi,53440,1711.97,73.82,Black,294.87,223844,4.19
2004,Gujarat,District_75,Lower Gangetic Plains,Cotton,Zaid,126767,1120.7,89.27,Black,162.39,196731,1.55
2017,Rajasthan,District_63,East Coast Plains & Hills,Maize,Zaid,135348,1883.77,60.42,Sandy,295.53,212951,1.57
2004,Tamil Nadu,District_59,Lower Gangetic Plains,Rice,Kharif,53342,1460.05,30.57,Black,137.39,113058,2.12
2009,Rajasthan,District_76,Western Dry Region,Sugarcane,Rabi,127254,1362.78,38.34,Alluvial,138.81,485595,3.82
2000,Maharashtra,District_19,Cauvery Delta Zone,Wheat,Rabi,67620,901.24,76.77,Clay,176.06,216775,3.21
2009,West Bengal,District_20,Lower Gangetic Plains,Sugarcane,Kharif,75756,830.5,30.87,Black,117.11,144573,1.91
2004,Karnataka,District_73,Eastern Plateau and Hills,Wheat,Rabi,119850,780.97,60.74,Sandy,254.77,414027,3.45
2011,Rajasthan,District_43,Trans-Gangetic Plains,Sugarcane,Zaid,55456,1928.86,22.45,Red,299.92,110765,2
2006,Karnataka,District_58,Northern Hill Zone,Wheat,Rabi,69820,1405.78,43.85,Black,209.2,142087,2.04
2008,Tamil Nadu,District_82,Western Plateau,Cotton,Zaid,83262,1310.08,34.27,Clay,147.91,328179,3.94
2020,Andhra Pradesh,District_54,Western Plateau,Wheat,Rabi,15926,844.57,54.74,Alluvial,227.75,53391,3.35
2011,Bihar,District_82,East Coast Plains & Hills,Wheat,Zaid,132107,901.42,72.59,Red,201.71,367636,2.78
2000,Andhra Pradesh,District_40,Western Plateau,Maize,Kharif,23805,774.43,49.98,Red,287.12,96918,4.07
2010,Uttar Pradesh,District_100,Lower Gangetic Plains,Maize,Zaid,94891,566.35,73.5,Alluvial,230.67,159348,1.68
2020,Maharashtra,District_27,Eastern Plateau and Hills,Wheat,Zaid,121609,1863.94,58.02,Sandy,178.28,369338,3.04
2014,West Bengal,District_13,Trans-Gangetic Plains,Wheat,Zaid,133248,1290.04,81.14,Laterite,62.06,403776,3.03
2001,West Bengal,District_47,Eastern Plateau and Hills,Rice,Kharif,31127,1546.48,30.91,Red,103.83,106871,3.43
2019,Uttar Pradesh,District_72,Western Plateau,Cotton,Kharif,49877,1107.8,71.2,Sandy,114.36,141396,2.83
2006,Gujarat,District_23,Central Plateau and Hills,Wheat,Rabi,74394,396.83,89.97,Black,271.77,115213,1.55
2020,Karnataka,District_59,Western Plateau,Wheat,Kharif,117692,1098.87,92.45,Sandy,263.13,215306,1.83
2011,West Bengal,District_77,Lower Gangetic Plains,Cotton,Zaid,117502,371.92,92.21,Black,147.56,319045,2.72
2017,Andhra Pradesh,District_7,Western Plateau,Rice,Zaid,62988,1908.62,93.22,Sandy,252.15,96357,1.53
2002,Gujarat,District_50,East Coast Plains & Hills,Maize,Kharif,41149,882.85,90.92,Red,190.06,160022,3.89
2006,Gujarat,District_66,Eastern Plateau and Hills,Maize,Rabi,130485,561.78,82.14,Clay,284.14,506123,3.88
2010,Karnataka,District_3,Northern Hill Zone,Cotton,Zaid,88748,685.91,35.81,Red,264.85,331982,3.74
2017,Uttar Pradesh,District_39,Western Dry Region,Wheat,Zaid,47936,1849.09,60.15,Alluvial,260.89,209945,4.38
2011,Rajasthan,District_87,Cauvery Delta Zone,Maize,Zaid,12694,652.27,41.76,Black,108.89,49391,3.89
2005,Bihar,District_7,Eastern Plateau and Hills,Wheat,Rabi,53099,526.14,47.42,Sandy,229.9,125136,2.36
2004,West Bengal,District_68,Cauvery Delta Zone,Sugarcane,Kharif,38651,1349.43,91.27,Clay,71.15,154799,4.01
2000,Punjab,District_55,Western Dry Region,Wheat,Zaid,65983,460.11,96.33,Laterite,78.21,117093,1.77
2011,Andhra Pradesh,District_8,Western Dry Region,Maize,Zaid,36088,1102.46,28.71,Sandy,91.54,60962,1.69
